,seller_details,seller_names,emails,phoneno,links
525,Vanilla Leisure is committed to providing each customer with the highest standard of customer service.,Business Name:Tamworth Camping Ltd,[],[],[]
526,"Über uns
 VANTT ist ein professioneller Hersteller von hochwertigen Akkus für Elektrowerkzeuge und akkubezogenem Zubehör.
 Wir konzentrieren uns auf die Entwicklung einer hohen Leistung und die Verbesserung der Kompatibilität. Wir sind uns sicher, dass die Batterien wie die Originalbatterien zu den Werkzeugen passen und sogar länger als Originalbatterien funktionieren.
 Service-Verpflichtung
 Kundenzufriedenheit ist unser höchstes Streben
 Schnelle Antwort
Schnelle Antwort auf alle Fragen und Bedenke...",Business Name:SHENZHENSHIFANTAIKEJIYOUXIANGONGSI,[],[],['Bedenke...']
527,"Impressum - Gesetzliche Anbieterkennung: ESCHBACH EUROPE GMBH diese vertr. d. d. Geschäftsführer Marc Eschbach Löwenburgstraße 21
 53604 Bad Honnef
 Deutschland Telefon: (02224) 97670710  E-Mail: amazon@vaplanto.com USt-IdNr.: DE314408237 eingetragen im Handelsregister des Amtsgerichtes Bonn Handelsregisternummer HRB 23254 Alternative Streitbeilegung:
Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbeilegung (OS-Plattform) bereit, aufrufbar unter ec.europa.e...",Business Name:Eschbach Europe GmbH,['amazon@vaplanto.com'],"['9767071', '3144082']","['vaplanto.com', 'ec.europa.e...']"
528,VAPOKF is committed to providing each customer with the highest standard of customer service.,Business Name:yiwushizhuxuanmaoyiyouxiangongsi,[],[],[]
529,vapor26 is committed to providing each customer with the highest standard of customer service.,Business Name:shenzhenshihongruichengxuemaoyiyouxiangongsi,[],[],[]
530,"Impressum
 
 Gesetzliche Anbieterkennung:
 
 Varia Volkskunsthandelsgesellschaft mbH & Co Metallkunst KG
 Mitterstraßweg 17
 82064 Straßlach
 Deutschland
 Telefon: 081709982930
 Telefax: 081709982959
 E-Mail: info@varia-living.com
 USt-IdNr.: DE 127913424
 eingetragen im Handelsregister des Amtsgerichtes München
 Handelsregisternummer HRA 55188
 
 vertreten durch die persönlich haftende Gesellschafterin
 Varia GmbH
 diese vertreten durch den Geschäftsführer Bärbel Grünberger
 Mitterstraßweg 17, 82064 Straßlach, D...",Business Name:Varia Volkskunsthandelsgesellschaft mbH&Co Metallk,['info@varia-living.com'],"['0817099829', '0817099829', '1279134']","['varia-living.com', 'D...']"
531,Varomorus is committed to providing each customer with the highest standard of customer service.,Business Name:VAROMORUS LLC,[],[],[]
532,Vaugan is committed to providing each customer with the highest standard of customer service.,Business Name:Foshanshinanhaiqucimuxijiajuanzhuangfuwubu,[],[],[]
533,"vavorit GmbH
 Brückenstr. 22
 D-90768 Fürth
 
 vertreten durch den Geschäftsführer: Frank Richert
 
 Email: kundenservice@vavorit.de
 
 Tel.: +49 (0)911-971 221 5-0
 Fax: +49 (0)911-971 221 5-5
 
 HRB 13411 - Registergericht: Amtsgericht Fürth
 USt-IdNr.: DE 281511822 
Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa.eu/consumers/odr/

Unter diesem Link finden Sie die Kontaktdaten der offiziellen Streitbeilegungsstellen: https://webgate.ec.e...",Business Name:vavorit GmbH,['kundenservice@vavorit.de'],['2815118'],"['vavorit.de', 'https://ec.europa.eu/consumers/odr/', 'https://webgate.ec.e...']"
534,VAWAA is committed to providing each customer with the highest standard of customer service.,Business Name:xinyushiyuanlaimaoyiyouxiangongsi,[],[],[]
535,"vbcnbm,mn,kj is committed to providing each customer with the highest standard of customer service.",Business Name:yantaiyaojiashangmaoyouxiangongsi,[],[],[]
536,"Impressum
 
Gesetzliche Anbieterkennung:
 
VBS Hobby Service GmbH
diese vertreten durch den Geschäftsführer Philipp Lübeck
Justus-von-Liebig Str. 8
27283 Verden
Deutschland
Telefon: 0423166811
Telefax: 0423166822
E-Mail: amazon@vbs-versand.de
USt-IdNr.: DE 11 673 4149 
WEEE-Reg.-Nr.: DE 69507542
eingetragen im Handelsregister des Amtsgerichtes Walsrode
Handelsregisternummer HRB 120043
 
 
 
 
 
Alternative Streitbeilegung:
Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbeilegu...",Business Name:VBS Hobby Service GmbH,['amazon@vbs-versand.de'],"['0423166811', '0423166822', '673 4149', '6950754']","['vbs-versand.de', 'WEEE-Reg.-Nr.', 'Online-Streitbeilegu...']"
537,VCBCBDFHFDGH is committed to providing each customer with the highest standard of customer service.,Business Name:shishiqianyinliupaidianzishangwuyouxiangongsi,[],[],[]
538,vcnbmbiewer is committed to providing each customer with the highest standard of customer service.,Business Name:suizhouzengduqushuansibaihuodian,[],[],[]
539,"Impressum VDB-Schweisstechnik Inhaber: Aleksander Vonderbank Von-Kleist-Str. 5 41542 Dormagen Deutschland Telefon: 021339747276 Mail: amazon@vdb-schweisstechnik.com Umsatzsteuer-Identifikationsnummer: DE312390266 Die Europäische Kommission stellt eine Plattform zur Online-Streitbeilegung (OS) bereit, die Sie hier finden ec.europa.eu/consumers/odr/. Zur Teilnahme an einem Streitbeilegungsverfahren vor einer Verbraucherschlichtungsstelle sind wir nicht verpflichtet und nicht bereit. Impressum erst...",Business Name:VDB-Schweisstechnik Inh. Aleksander Vonderbank,['amazon@vdb-schweisstechnik.com'],"['0213397472', '3123902']","['vdb-schweisstechnik.com', 'ec.europa.eu/consumers/odr/.', 'erst...']"
540,Vdualeu is committed to providing each customer with the highest standard of customer service.,Business Name:shenzhenshi fu shun ji ke ke ji you xian gong si,[],[],[]
541,"Impressum
 
 BL Produkte GmbH
 diese vertr. d. d. Geschäftsführer Stephan Burghart
 Klaffermühlweg 5
 94264 Langdorf
 Deutschland
 Telefon: 09921 9019842
 E-Mail: kontakt@vehi-mercatus.de
 USt-IdNr.: DE313008581
 eingetragen im Handelsregister des Amtsgerichtes Deggendorf
 Handelsregisternummer HRB 4649
 
 Alternative Streitbeilegung:
 Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbeilegung (OS-Plattform) bereit. Dieser ist an das Impressum angehängt.
 
 Wir sind seit 2...",Business Name:BL Produkte GmbH,['kontakt@vehi-mercatus.de'],"['921 9019842', '3130085']","['vehi-mercatus.de', '2...']"
542,VEIKIN DESIGN is committed to providing each customer with the highest standard of customer service.,Business Name:M. Kindler und M. Veitenhansl Metallbau GbR,[],[],[]
543,Velidy Mart is committed to providing each customer with the highest standard of customer service.,Business Name:Shenzhen Shi Youpeng Dianzishangwu Youxiangongsi,[],[],[]
544,Vendiarit is committed to providing each customer with the highest standard of customer service.,"Business Name:Shenzhenshi ChuangGongYe Trading Co.,Ltd",[],[],[]
545,Vendilo Val Vibrata - ecasashop.it is committed to providing each customer with the highest standard of customer service.,Business Name:RICOR STYLE ARREDO S.R.L.,[],[],['ecasashop.it']
546,Venner Sales is committed to providing each customer with the highest standard of customer service.,Business Name:Venner Sales Ltd,[],[],[]
547,Vepbk is committed to providing each customer with the highest standard of customer service.,Business Name:Shen Zhen Shi Hua Ji Kang Mao Yi You Xian Gong Si,[],[],[]
548,Verbania Shop is committed to providing each customer with the highest standard of customer service.,Business Name:VRV Trade di Varveri Roberto,[],[],[]
549,Verde + is committed to providing each customer with the highest standard of customer service.,Business Name:CML SOLUZIONI SRLS,[],[],[]
550,"VERGEO GmbH
 Vertriebsgesellschaft für Geokunststoffe
 Margarete-Steiff-Str. 5
 26160 Bad Zwischenahn Geschäftsführer:
 Michael Achtermann Reg.: AG Oldenburg, HRB 121582
 Ust.-ID: DE814394237
 Tel. (0 44 03) 6 26 50
 Fax. (0 44 03) 62 65 55 
Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa.eu/consumers/odr/

Unter diesem Link finden Sie die Kontaktdaten der offiziellen Streitbeilegungsstellen: https://webgate.ec.europa.eu/odr/main/index....",Business Name:VERGEO,[],['8143942'],"['Ust.-ID', 'https://ec.europa.eu/consumers/odr/', 'https://webgate.ec.europa.eu/odr/main/index....']"
551,veritrade is committed to providing each customer with the highest standard of customer service.,Business Name:Veritrade Lukasz Zakrzewski,[],[],[]
552,"Impressum Gesetzliche Anbieterkennung: Werner Krüger Alsenstr. 46  44789 Bochum Deutschland Telefon: 0176 49675349 E-Mail: wernerkrueger2@aol.com USt-IdNr.: DE 232296410 Alternative Streitbeilegung: Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbeilegung (OS-Plattform) bereit, aufrufbar unter ec.europa.eu/odr. Wir sind seit 07.12.2015 Mitglied der Initiative ""FairCommerce"" .Nähere Informationen hierzu finden Sie unter fair-commerce.de.  
Die Europäische K...",Business Name:Werner Krüger,['wernerkrueger2@aol.com'],"['176 4967534', '2322964']","['aol.com', 'ec.europa.eu/odr.', '07.12.2015', 'fair-commerce.de.', 'K...']"
553,Verlike is committed to providing each customer with the highest standard of customer service.,Business Name:AN HUI YING ZHEN WU ZI MAO YI YOU XIAN GONG SI,[],[],[]
554,"Impressum
 
 Gesetzliche Anbieterkennung:
 
 RAPIDPACK GmbH
 diese vertr. d. d. Geschäftsführer Alexander Lichtenberg
 Alt-Kaulsdorf 18
 12621 Berlin
 Deutschland
 Telefon: 030/86204408
 Telefax: 030/86204409
 E-Mail: amazon@verpacking.com
 USt-IdNr.: DE 292411306
 eingetragen im Handelsregister des Amtsgerichtes Berlin
 Handelsregisternummer HRB 149611
 
 
 
 
 
 Alternative Streitbeilegung:
Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbeilegung (OS-Plattform) bereit, auf...",Business Name:RAPIDPACK GmbH,['amazon@verpacking.com'],"['8620440', '8620440', '2924113']","['verpacking.com', 'auf...']"
555,"Impressum
 
 Gesetzliche Anbieterkennung:
 
 Emel Demir
 Demir Versandhandel
 Limesstrasse 10
 74080 Heilbronn
 Deutschland
 Telefon: 071312798611
 Telefax: 07131 2798610
 E-Mail: info@fairmarkt24.de
 USt-IdNr.: DE813982165
 
 
 
 
 
 Alternative Streitbeilegung:
 Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbeilegung (OS-Plattform) bereit, aufrufbar unter htt://ec.europa.eu/odr.
 
 Wir sind seit 05.12.2015 Mitglied der Initiative ""FairCommerce"".
Nähere Informationen hierzu...",Business Name:Demir Versandhandel,['info@fairmarkt24.de'],"['0713127986', '131 2798610', '8139821']","['fairmarkt24.de', '//ec.europa.eu/odr.', '05.12.2015', 'hierzu...']"
556,"NATURA Fachbuchhandlung - Inh. Holger Mehlhardt e.K. - Adolf-Grimme-Ring
 12 - 14532 Kleinmachnow

 
Telefon 

033203 - 78491 

 
Fax 

033203 - 78490

 
E-Mailkontakt

 info(at)natura-buchhandlung.de
 

 
Registergericht: Amtsgericht Potsdam 

Registernummer: HRA 1515 

Umsatzsteuer Identifikationsnummer 

gemäß §27 a Umsatzsteuergesetz: DE 138486533 

Steuernummer: 047/248/00225",Business Name:NATURA-Fachbuchhandlung Inh. Holger Mehlhardt e.K.,[],['1384865'],"['e.K.', 'natura-buchhandlung.de']"
557,"Verantwortlich für den Inhalt im Sinne des Medienrechts:
 fliegende-pillen.de
 Birken-Apotheke
 Inh. Erik Tenberken e.K.
 Vertretungsberechtigte Apothekerin: Marion Wüst
 Siegburger Str. 235
 50679 Köln
 Tel.: 0800-2402242
 eMail: info@fliegende-pillen.de
 Umsatzsteueridentifikations-Nr. DE154806741
 Handelsregister Köln HRA 13129 Datenschutzbeauftragter:
 TRIESCH Managementsysteme & Datenschutz
 Datenschutzbeauftragter Michael E. Triesch
 Rheindamm 13
 D- 40668 Meerbusch
 Tel: 02150-7948980
info@ds-services.d...",Business Name:Birken-Apotheke,"['info@fliegende-pillen.de', 'info@ds-services.d']","['800-2402242', '1548067', '150-7948980']","['fliegende-pillen.de', 'e.K.', 'fliegende-pillen.de', 'ds-services.d...']"
558,"Horst Theunissen GmbH

Versand-Großhandel

Schreberweg 1-3

24119 Kronshagen

Tel. 0431 / 54627-0

Fax. 0431 / 54627-92Geschäftsführer: Horst Theunissen, Torsten Bahr

Registergericht: Kiel HRB 882",Business Name:Horst Theunissen GmbH,[],[],[]
559,"Versandhandel Erwin Lücken  Inhaber: Erwin Lücken Wallweg 126203 Wardenburg  Tel.; 04407/715872 Fax 04407/715915 e-mail: versand@erwinluecken.de Ust-Id.: DE812062123 
  
 
 Geschäftszeiten: 
 
 Mo bis Do 7.00 bis 17.00Uhr und Fr 7.00 bis 13.00Uhr


 

 
 Unsere e-Mail für Verbraucherbeschwerden: versand@erwinluecken.de
 

 Wir sind zur Teilnahme an einem Streitbeilegungsverfahren vor einer Verbraucherschlichtungsstelle weder verpflichtet noch bereit.
 

 

 

 


Die Europäische Kommission bietet eine Onlineplattform für Streitbei...",Business Name:Erwin Lücken,"['versand@erwinluecken.de', 'versand@erwinluecken.de']",['8120621'],"['erwinluecken.de', '7.00', '17.00Uhr', '7.00', '13.00Uhr', 'erwinluecken.de', 'Streitbei...']"
560,"Impressum   Gesetzliche Anbieterkennung:   Handelsagentur Sebastian Maede  Guts-Muths-Str. 32  01139 Dresden  Deutschland  Telefon: 0351 3289429  Telefax: 03212 6346625  E-Mail: info@sushk.de  USt-IdNr.: DE 269181842       Die Europäische Kommission stellt eine Plattform für die außergerichtliche Online-Streitbeilegung (OS-Plattform) bereit, aufrufbar unter ec.europa.eu/odr.   Wir sind Mitglied der Initiative ""FairCommerce"".  Nähere Informationen hierzu finden Sie unter fair-commerce.de.   
 
Zur...",Business Name:Handelsagentur Sebastian Maede,['info@sushk.de'],"['351 3289429', '212 6346625', '2691818']","['sushk.de', 'ec.europa.eu/odr.', 'fair-commerce.de.', 'Zur...']"
561,"Versand-King

Inhaber: Swen Bierschneider

Kurt-Schumacher-Str. 123

45881 Gelsenkirchen

Tel.: 0163 / 500 21 44

email : 77bier@web.de 

UStID: DE221453557
Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa.eu/consumers/odr/Unter diesem Link finden Sie die Kontaktdaten der offiziellen Streitbeilegungsstellen: https://webgate.ec.europa.eu/odr/main/index.cfm?event=main.adr.show",Business Name:Swen Bierschneider,['77bier@web.de'],['2214535'],"['web.de', 'https://ec.europa.eu/consumers/odr/Unter', 'https://webgate.ec.europa.eu/odr/main/index.cfm?event=main.adr.show']"
562,"Impressum



Gesetzliche Anbieterkennung:



Jeannette Gonschiorek

Krokamp 4a

24539 Neumünster

Deutschland

Telefon: 04321 9659326

Telefax: 04321 9651573

E-Mail: info@versandlounge.de

USt-IdNr.: DE280606521







Wir sind Mitglied der Initiative ""FairCommerce"".

Nähere Informationen hierzu finden Sie unter www.fair-commerce.de.
Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier finden: https://ec.europa.eu/consumers/odr/",Business Name:Jeannette Gonschiorek,['info@versandlounge.de'],"['321 9659326', '321 9651573', '2806065']","['versandlounge.de', 'www.fair-commerce.de.', 'https://ec.europa.eu/consumers/odr/']"
563,"Autoteile Jakobs GmbHSiedlungsstraße 15D-66773 Schwalbach/HülzweilerTelefon: 06831-9458970Telefax: 06831-94589729E-Mail: info@lenkgetriebe.netGeschäftsführung: Silke LukasRegistergericht: Amtsgericht SaarbrückenRegisternummer: HRB 16939 Umsatzsteuer-ID-Nummer: DE814946328Link auf die Online-Streitbeilegungs-Plattform der EU:   https://ec.europa.eu/consumers/odr/Unser Datenschutzbeauftragter: dn@prokom.de
Die Europäische Kommission bietet eine Onlineplattform für Streitbeilegung an, die Sie hier f...",Business Name:Autoteile Jakobs GmbH,"['info@lenkgetriebe.netGesch', 'dn@prokom.de']","['831-9458970', '831-9458972', '8149463']","['lenkgetriebe.netGeschäftsführung', 'https://ec.europa.eu/consumers/odr/Unser', 'prokom.de', 'f...']"
564,Vertecchi dal 1948 is committed to providing each customer with the highest standard of customer service.,Business Name:Vertecchi S.r.l.,[],[],[]
565,"Impressum VerticalExtreme GmbH
 Erlkamer Straße 2
 83607 Holzkirchen
 Deutschland Telefon: 08024/ 475 267
 Telefax: 08024/ 30 30 909
 E-Mail: kontakt @ verticalextreme.de Bürozeiten (Telefon und Email Anfragen): 
 Montag - Freitag: 10:00 - 18:00 Uhr Öffnungszeiten Ladengeschäft:
 Montag - Freitag: 10:00 - 18:00 Uhr
 Samstag: 9:00 - 13:00 Uhr Bankverbindung:
 VerticalExtreme
 Iban: DE10 7001 0080 0724 9298 03
 BIC: PBNKDEFF
 Postbank Steuernummer: 139/141/30446
 USt-IdNr.: DE 321030418 Pflichtangaben:
Amtsger...",Business Name:VerticalExtreme GmbH,[],"['001 0080', '724 9298', '3210304']","['verticalextreme.de', 'Amtsger...']"
566,Vertigo eu is committed to providing each customer with the highest standard of customer service.,Business Name:Shenzhenshi yunmeng shi dai ke ji you xian gong si,[],[],[]
567,verwongee is committed to providing each customer with the highest standard of customer service.,Business Name:shenzhenshi oumeifeng fuzhuangsheji youxiangongsi,[],[],[]
568,VERY HOME is committed to providing each customer with the highest standard of customer service.,Business Name:lv liang shi li shi qu xiao jun bai huo shang hang,[],[],[]
